Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,Automation_Probability,Cluster
2.75,3.0,2.88,3.0,3.38,1.75,1.75,1.0,2.5,2.88,2.75,1.62,1.62,2.38,2.88,3.12,2.5,2.0,1.25,2.62,2.88,1.75,3.0,3.25,1.62,1.5,3.0,3.0,3.12,2.38,2.25,1.38,2.88,1.75,2.88,0.95,3
2.25,3.12,2.88,3.0,3.0,2.25,2.0,1.0,3.0,2.75,2.38,1.88,2.0,2.75,2.0,3.12,2.25,2.75,1.38,3.0,2.38,1.62,3.12,3.0,2.0,1.0,2.25,3.0,3.0,2.25,2.12,1.5,3.0,2.12,2.75,0.97,1
3.0,3.12,3.12,2.25,3.5,3.38,3.0,1.88,1.62,3.12,2.62,2.0,2.25,2.0,2.38,2.88,2.0,2.12,1.88,3.0,2.12,1.75,3.38,3.12,3.75,2.12,2.38,2.75,3.0,2.12,2.12,2.12,3.12,3.88,2.62,0.97,1
3.62,4.38,3.75,3.62,4.0,1.0,1.0,1.0,3.25,3.88,3.5,1.0,1.0,2.75,2.75,4.0,3.38,1.0,1.75,1.75,3.5,1.75,1.38,4.25,1.0,2.0,3.75,4.0,4.25,3.12,3.12,1.62,3.38,1.0,4.0,0.0,2
3.0,3.5,3.19,3.31,3.37,1.0,1.0,1.0,3.12,3.31,3.12,1.5,1.62,2.32,1.87,3.69,2.88,1.44,1.5,1.88,3.25,1.0,1.94,3.0,1.0,1.37,3.56,3.56,3.44,2.25,2.63,1.82,3.19,1.63,3.0,0.08,3
3.0,4.0,3.75,3.12,3.75,1.0,1.88,1.0,2.75,3.25,2.75,2.0,2.0,2.75,2.75,3.12,2.88,2.0,3.25,2.38,3.12,1.88,2.75,3.88,1.0,2.62,2.88,3.12,3.5,3.0,3.0,3.12,3.25,1.75,3.12,0.04,0
3.25,3.88,3.0,2.88,3.38,1.38,1.75,1.0,2.88,3.25,2.88,1.5,1.88,2.5,2.38,3.0,2.75,1.38,2.5,2.0,2.88,1.38,1.62,3.0,1.0,1.62,3.62,3.12,3.75,2.25,2.25,1.75,3.0,1.5,2.88,0.11,3
2.75,2.88,2.75,3.0,3.12,3.12,2.12,1.12,2.12,3.0,2.62,1.38,1.62,2.0,2.38,3.12,1.88,3.62,1.12,3.62,1.88,1.38,3.12,3.12,3.12,1.88,2.0,2.62,3.0,2.62,2.12,1.38,3.12,3.12,2.75,0.83,1
3.12,3.38,3.38,3.0,3.62,4.0,3.38,3.5,2.25,3.38,2.38,1.62,1.75,2.12,2.25,3.12,2.0,3.25,1.62,3.62,2.38,1.38,3.5,3.12,4.0,1.88,2.5,2.62,3.0,3.12,3.0,1.88,3.0,4.0,2.75,0.39,1
3.0,3.75,3.0,3.12,3.75,2.0,2.12,1.25,3.12,3.25,3.0,2.0,2.0,2.88,2.75,3.12,2.25,2.75,1.88,2.88,2.88,2.0,2.62,3.38,2.0,2.75,3.0,3.12,3.25,3.0,2.75,2.0,3.25,2.0,3.0,0.42,0
2.0,3.0,1.88,2.88,3.0,1.38,1.75,1.0,2.0,2.75,2.0,1.75,1.88,2.0,2.0,2.88,1.88,2.0,1.62,2.0,2.0,1.0,2.0,2.75,1.62,1.5,2.38,2.88,2.38,1.88,2.0,1.38,3.0,1.88,2.0,0.75,3
2.12,2.88,2.25,3.0,2.75,3.0,2.0,1.0,2.0,2.75,2.12,1.62,1.88,1.88,2.12,2.75,2.0,3.88,1.62,3.25,2.0,1.25,2.0,2.88,2.25,1.25,2.12,2.62,2.75,2.0,2.12,1.62,3.0,3.0,2.5,0.93,1
2.88,3.12,3.0,3.0,3.62,3.12,2.12,1.0,2.5,3.0,2.25,1.62,2.0,2.25,2.25,3.12,2.25,3.88,1.0,4.0,2.25,1.38,3.0,3.12,3.0,1.88,2.25,2.75,3.0,2.62,2.0,1.88,3.0,3.12,3.0,0.91,1
3.38,4.12,3.75,3.0,3.88,1.0,1.25,1.0,2.25,3.38,2.5,1.75,1.88,2.25,2.25,3.38,2.88,2.12,1.88,1.88,2.88,1.75,1.75,3.88,1.0,1.5,3.0,3.5,4.0,2.88,2.75,1.62,3.0,1.38,3.62,0.31,2
3.75,4.25,3.5,3.5,4.12,1.0,1.0,1.0,3.38,3.88,3.25,2.0,2.0,3.0,2.0,4.0,3.25,1.62,2.0,2.0,3.88,1.75,2.0,4.0,1.0,2.0,3.88,4.12,4.25,3.25,3.25,1.75,3.0,1.5,4.0,0.03,2
3.25,4.0,3.38,3.88,3.25,1.0,1.0,1.0,4.12,3.5,4.0,1.12,1.75,3.0,2.25,4.0,3.12,1.0,1.62,1.88,3.25,1.25,1.88,3.88,1.0,1.38,3.62,4.12,4.0,2.88,3.0,1.62,3.75,1.5,3.25,0.15,2
3.0,4.0,3.0,3.0,3.38,1.0,1.0,1.0,2.5,3.0,2.5,1.62,1.62,2.38,2.0,3.38,2.62,1.25,1.75,1.75,2.88,1.75,1.25,4.0,1.0,1.12,3.0,3.38,3.75,2.25,2.25,1.62,3.12,1.0,3.5,0.9,3
3.12,4.0,3.38,3.25,4.0,1.38,1.75,1.12,3.38,3.75,3.12,2.0,2.0,2.88,2.12,3.88,3.0,2.0,2.75,2.25,3.0,1.62,2.0,4.0,1.38,2.62,4.0,4.0,4.0,3.12,3.12,1.88,3.62,2.0,3.88,0.02,2
3.0,3.75,2.88,3.0,3.12,1.5,1.62,1.0,2.62,3.0,2.12,2.0,2.0,2.75,2.0,3.0,2.38,2.12,2.0,2.75,2.25,1.25,2.25,3.0,1.5,2.62,3.12,3.12,3.88,2.12,2.12,1.88,3.12,2.0,3.12,0.54,3
2.38,3.25,2.25,2.88,3.0,1.0,1.0,1.0,2.88,2.88,2.38,1.88,1.5,2.25,3.25,3.0,2.88,2.0,1.12,2.12,2.88,1.25,2.0,3.0,1.0,1.0,3.0,3.0,3.5,2.0,2.0,1.0,3.0,1.38,3.0,0.39,3
3.75,4.25,3.75,3.75,3.75,1.0,1.0,1.0,4.0,3.88,3.62,2.75,2.75,3.38,1.88,3.5,3.75,1.38,1.75,1.75,3.88,1.5,1.0,3.88,1.0,1.38,4.0,4.12,4.75,2.88,3.0,1.5,3.88,1.0,3.88,0.01,2
2.62,3.5,2.88,3.25,3.25,2.25,2.0,1.25,2.88,3.12,2.38,1.62,1.62,2.88,2.0,2.88,2.62,3.12,2.25,3.0,3.0,1.0,2.5,2.75,2.25,1.12,3.0,3.12,3.5,2.25,2.25,1.5,3.0,2.38,2.62,0.83,1
2.75,3.12,3.0,3.0,3.0,3.12,2.62,1.12,2.75,3.0,2.75,1.62,2.0,2.0,2.88,3.62,2.0,4.0,1.62,3.88,2.0,1.62,3.12,3.0,3.12,2.62,2.5,2.75,3.12,2.88,2.88,1.5,3.0,3.12,2.75,0.61,1
2.88,3.75,2.88,3.0,3.5,1.0,1.0,1.0,2.62,3.0,2.75,1.62,1.75,2.0,2.0,3.0,2.75,2.0,1.5,2.0,2.88,1.12,1.75,3.0,1.0,1.12,3.0,3.0,3.62,2.0,2.0,1.12,3.0,1.25,3.0,0.21,3
3.0,3.25,3.0,3.0,3.5,2.62,2.62,1.62,2.88,3.0,2.5,1.88,2.0,2.62,2.0,3.62,2.75,3.38,1.75,3.25,2.88,1.25,3.0,3.12,2.25,2.0,2.88,3.0,3.12,2.75,2.12,1.5,3.0,2.88,3.0,0.53,1
3.0,3.62,3.38,3.0,3.5,3.25,3.25,3.0,2.62,3.0,2.62,1.75,2.12,2.5,1.88,3.0,2.75,2.75,2.12,3.12,2.5,2.12,3.25,3.12,3.62,1.88,3.0,2.88,3.25,2.75,2.38,2.0,3.25,3.38,3.0,0.74,0
3.0,3.38,3.5,3.0,3.75,3.88,3.0,2.75,2.88,3.25,2.62,1.5,1.75,2.62,2.12,3.12,2.38,2.5,2.25,3.75,2.88,1.62,3.75,3.25,3.88,2.88,2.75,2.88,3.38,3.0,2.88,1.88,3.12,3.88,3.25,0.7,0
3.12,3.88,3.38,3.5,3.75,1.38,1.88,1.5,3.0,3.38,2.88,2.75,2.75,2.88,3.0,3.12,3.0,1.75,3.75,2.0,3.0,1.75,2.25,3.88,1.38,1.75,3.0,3.0,3.75,3.0,2.88,1.88,3.75,1.5,3.25,0.01,2
3.0,3.75,2.88,3.0,3.5,2.12,1.62,1.0,3.0,3.0,2.75,1.5,1.88,2.25,2.0,3.12,2.38,2.25,1.75,2.88,3.0,1.38,2.38,3.0,1.88,2.38,3.12,3.12,3.5,2.0,2.12,1.88,3.0,2.25,3.12,0.68,3
2.0,3.0,2.25,2.0,3.0,1.88,1.88,1.12,2.0,2.75,2.0,1.5,1.62,1.88,1.88,3.0,1.75,3.25,1.38,3.12,1.88,1.25,2.62,2.25,1.75,1.0,2.12,2.38,2.62,1.88,1.75,1.62,2.75,2.12,2.0,0.94,1
2.38,3.0,2.5,2.62,3.0,2.62,2.25,1.62,2.38,2.62,2.38,1.75,1.75,2.38,2.0,3.0,1.88,3.5,1.75,3.62,1.88,1.0,3.12,2.5,2.5,1.0,2.0,2.5,3.12,2.25,2.25,1.38,2.5,2.88,2.38,0.96,1
3.0,3.25,2.88,3.0,3.25,1.62,1.75,1.0,2.5,3.0,2.38,1.75,1.88,2.38,2.75,3.0,2.62,2.75,1.62,2.88,2.75,1.5,2.5,2.88,1.38,1.75,2.62,2.75,3.12,2.5,2.12,1.38,2.88,2.0,3.0,0.97,3
3.12,4.0,3.25,3.75,3.75,1.0,1.12,1.0,3.0,3.25,3.0,2.88,2.88,3.38,2.25,3.38,3.62,1.62,2.75,2.25,3.0,1.38,2.25,4.0,1.0,1.0,3.25,3.25,3.88,3.12,2.75,1.5,4.0,1.88,3.75,0.73,2
2.12,3.0,2.62,2.75,2.88,2.62,2.5,1.75,2.0,2.88,2.0,1.62,1.75,2.0,2.5,3.0,2.0,3.38,1.62,3.75,2.0,1.38,2.88,2.88,2.5,1.62,2.0,2.62,2.88,2.12,2.12,1.62,3.0,2.62,2.5,0.97,1
3.88,4.0,3.62,3.75,3.75,1.0,1.0,1.0,4.25,3.62,4.25,1.88,2.0,2.88,2.88,3.88,3.0,1.0,1.25,1.88,3.12,1.25,1.75,3.88,1.0,2.0,3.25,3.88,4.12,3.0,3.0,1.75,3.75,1.0,3.88,0.17,2
3.38,4.0,3.62,3.12,3.88,1.0,1.0,1.0,2.88,3.5,2.88,1.88,1.88,2.88,2.38,3.12,2.62,1.88,2.12,1.88,3.0,1.5,2.0,3.88,1.0,3.38,3.5,3.75,3.88,3.12,3.12,1.75,3.25,1.38,3.75,0.03,2
3.25,4.0,3.0,3.0,3.88,1.0,1.0,1.12,2.88,3.12,2.88,1.88,1.62,2.25,3.25,3.25,3.0,1.38,1.75,1.75,2.88,1.62,2.0,4.0,1.0,1.0,2.88,3.0,4.0,2.5,2.5,1.5,3.0,1.0,3.25,0.93,3
2.62,2.88,3.0,3.0,3.12,2.62,2.62,2.12,2.25,3.12,2.25,1.75,1.75,2.25,2.5,3.12,1.75,3.38,1.75,3.5,2.38,1.5,3.12,2.88,2.75,1.88,2.25,2.75,3.0,2.38,2.38,1.88,2.88,3.0,2.62,0.91,1
3.25,4.12,3.62,3.0,3.75,1.0,1.0,1.0,3.0,3.62,3.0,2.88,1.88,2.12,3.62,3.12,3.0,1.0,2.5,1.62,3.38,1.62,1.75,4.12,1.0,1.38,3.62,3.62,4.0,3.38,3.38,1.5,3.0,1.0,3.88,0.58,2
2.25,3.0,2.88,2.25,3.12,3.0,2.62,1.5,2.0,3.0,2.0,2.12,2.25,2.0,2.0,2.62,2.25,2.75,2.0,3.12,2.12,1.0,3.0,2.88,3.88,1.75,2.75,2.75,3.0,2.0,2.12,1.88,2.38,3.0,2.25,0.99,1
3.12,3.5,3.88,2.88,4.0,4.88,3.38,2.75,2.88,3.5,2.75,1.62,2.12,2.62,2.88,3.62,2.12,3.75,2.12,4.25,2.75,1.62,3.75,4.12,4.88,2.38,2.75,2.88,3.25,3.25,3.25,1.88,3.0,4.5,3.0,0.71,0
3.69,4.0,3.5,3.18,3.87,1.62,1.75,1.12,2.94,3.81,3.0,1.94,2.18,2.81,2.94,3.82,2.75,2.0,2.0,2.82,2.88,1.63,2.63,3.94,1.5,3.31,3.62,3.56,3.81,2.94,3.0,1.82,3.32,2.25,3.56,0.14,2
3.88,4.12,3.75,3.12,4.12,1.0,1.12,1.0,3.25,3.25,3.38,1.88,2.0,3.0,2.75,3.5,2.62,1.5,1.5,1.75,2.88,1.5,1.62,4.12,1.0,3.0,2.75,3.12,4.25,3.0,2.88,1.5,3.0,1.0,4.25,0.01,2
4.0,4.38,4.0,4.12,4.0,1.0,1.0,1.0,3.88,4.0,3.75,3.12,2.38,4.25,3.0,4.0,3.88,1.25,2.38,1.5,3.75,2.0,1.62,4.25,1.0,1.5,3.75,4.0,4.25,3.62,3.88,1.5,4.0,1.0,4.12,0.01,2
3.0,3.12,3.12,3.0,3.38,1.0,1.25,1.0,2.62,2.88,2.5,1.62,1.88,2.62,3.25,3.12,2.38,2.5,2.0,2.38,2.88,2.25,2.25,3.88,1.12,1.62,2.88,2.88,3.12,2.62,2.62,1.75,2.88,1.75,3.25,0.96,3
2.62,3.0,2.38,2.5,2.75,1.75,1.75,1.0,2.38,2.75,2.25,1.62,1.62,2.25,1.62,3.0,2.25,2.75,1.62,2.88,2.25,1.0,2.25,2.75,1.75,1.0,2.38,2.88,2.88,2.0,2.0,1.0,2.88,2.12,2.12,0.71,1
2.62,3.12,3.0,2.5,3.38,2.88,2.88,3.0,2.38,2.88,2.38,2.0,2.12,2.38,2.62,2.62,2.12,3.0,1.25,2.88,2.25,1.62,3.12,3.0,3.5,1.0,3.12,2.75,3.12,2.5,2.12,1.75,3.25,3.0,2.75,0.77,1
2.38,3.0,2.62,2.88,2.88,3.0,2.62,1.38,2.5,2.75,2.25,1.5,1.62,2.25,2.0,2.75,2.0,3.0,2.0,3.25,2.0,1.0,2.62,2.88,3.12,1.0,2.38,2.75,2.75,1.88,1.75,1.62,2.88,2.88,2.5,0.82,1
2.88,3.0,2.88,3.12,3.12,3.5,3.12,1.25,2.38,3.0,2.62,1.75,2.0,2.5,2.5,3.75,2.0,3.5,1.0,3.62,2.12,1.0,3.12,2.75,3.38,1.38,2.38,2.75,2.88,2.12,1.88,1.75,2.62,3.38,2.38,0.37,1
3.12,3.75,3.75,3.0,3.75,1.0,1.0,1.25,2.5,3.25,2.38,2.0,2.0,2.62,3.12,3.0,2.12,1.12,3.12,2.25,2.62,4.75,3.5,3.38,1.0,2.75,2.25,3.12,3.12,3.38,3.12,2.75,3.12,2.25,3.25,0.48,0
3.12,3.62,3.25,3.0,3.75,3.12,2.75,2.0,2.5,3.12,2.88,1.88,2.12,2.62,2.75,3.5,2.38,3.0,2.12,3.5,2.38,2.12,2.88,3.12,2.75,1.88,2.38,3.0,3.12,2.88,2.75,2.25,3.12,3.0,3.25,0.74,0
2.12,2.75,2.62,2.62,3.0,2.75,2.0,1.5,2.0,2.75,2.0,1.5,1.75,2.0,2.0,3.0,1.88,3.12,1.88,3.12,1.88,1.12,3.0,2.38,2.62,1.25,1.88,2.5,2.62,2.0,2.0,1.38,2.75,3.0,1.75,0.86,1
2.38,3.12,2.62,3.0,2.88,1.0,1.25,1.0,2.38,2.62,2.0,1.75,2.0,2.25,2.12,2.88,2.25,2.0,1.0,2.25,2.25,1.0,2.25,3.12,1.0,1.0,3.0,2.62,3.0,1.75,1.88,1.12,3.12,1.88,2.25,0.94,3
3.75,4.0,4.0,3.0,4.0,1.38,1.38,1.0,2.88,3.62,3.0,2.12,2.12,2.5,3.5,3.12,2.62,2.0,3.12,2.75,3.12,1.88,2.88,4.0,1.38,4.0,2.75,3.0,3.75,3.0,3.12,1.88,3.0,2.0,3.88,0.02,0
4.12,4.0,3.88,3.0,4.0,1.0,1.62,1.0,3.25,4.0,3.38,1.75,1.88,2.88,3.62,3.62,2.88,1.88,2.88,2.75,2.88,2.0,2.25,4.0,1.0,4.12,3.12,3.0,4.12,3.75,3.25,1.75,3.12,1.75,4.25,0.0,2
3.25,3.88,3.0,3.12,3.38,1.62,1.38,1.12,3.25,3.12,3.25,1.75,2.0,2.62,2.12,3.38,2.88,1.88,1.62,2.38,2.88,1.38,1.88,3.62,1.25,1.88,3.88,3.88,3.88,3.0,2.88,1.75,3.5,2.0,3.25,0.03,2
3.5,4.12,3.88,3.75,3.88,1.0,1.0,1.0,3.0,3.75,2.88,2.88,2.88,3.0,3.12,3.12,3.12,2.0,3.75,2.0,3.12,1.5,2.5,4.12,1.0,2.75,3.25,3.62,4.12,3.12,3.12,1.75,3.5,1.75,3.62,0.04,2
3.0,3.38,3.12,3.12,3.12,3.0,2.62,3.0,2.5,3.12,2.75,1.5,1.62,2.88,2.0,3.25,2.0,3.25,1.88,3.25,2.62,1.25,3.12,3.0,3.12,1.75,2.62,2.75,2.88,3.12,2.88,1.88,3.0,3.38,2.5,0.1,1
2.62,3.0,2.88,2.75,3.0,2.62,2.38,1.88,2.25,2.88,2.12,1.62,1.75,2.12,2.12,3.38,1.75,3.75,2.0,3.75,2.0,1.25,3.0,3.0,2.75,1.75,2.0,2.88,3.12,2.25,2.12,1.75,2.75,3.0,2.75,0.93,1
3.12,3.75,3.25,3.12,3.75,2.25,2.12,1.0,2.88,3.12,2.75,2.12,2.12,3.0,2.62,3.62,3.12,3.0,1.88,3.0,3.12,1.0,2.62,3.0,2.25,2.0,3.25,3.38,3.62,2.88,2.62,1.62,3.5,2.5,3.62,0.66,0
3.0,3.38,3.0,3.25,3.38,2.25,2.75,2.25,2.62,3.0,2.75,1.88,2.38,2.62,3.0,3.38,2.5,2.88,1.75,2.88,2.5,1.5,3.12,3.12,2.38,1.38,2.75,2.75,3.12,2.5,2.62,1.75,3.0,2.38,2.88,0.72,0
3.12,3.88,3.0,3.88,3.62,1.88,1.75,1.0,3.12,3.12,3.12,3.0,3.0,3.88,2.88,3.88,3.12,2.0,2.5,2.62,3.0,1.5,2.88,3.75,1.75,1.62,3.75,3.62,3.88,3.0,3.0,1.25,3.5,2.0,3.0,0.08,2
3.0,3.88,3.38,3.0,3.75,3.0,2.75,1.5,3.0,3.25,2.88,1.88,2.12,2.62,2.75,3.25,2.75,2.75,2.38,3.5,2.88,1.38,3.75,3.62,3.0,1.88,3.12,3.5,3.62,2.88,2.5,2.38,3.0,3.62,3.0,0.45,0
3.62,3.75,3.62,3.0,4.0,2.75,2.5,1.0,3.0,3.25,3.0,1.88,2.25,2.75,3.75,3.5,2.12,2.25,2.5,3.0,2.5,2.12,3.25,4.0,2.12,4.12,2.5,3.0,3.88,3.12,3.12,1.62,3.0,2.88,3.75,0.1,0
3.0,3.88,3.12,3.0,3.25,1.38,1.62,1.38,3.0,3.12,2.88,1.75,2.12,2.25,2.25,3.12,2.5,1.75,1.38,2.5,2.5,1.5,2.38,3.62,1.75,2.38,2.75,2.88,3.62,2.75,2.75,1.88,2.75,1.75,3.25,0.59,3
2.94,3.69,3.18,3.0,3.44,2.25,2.31,1.12,2.68,3.06,2.63,1.81,2.06,2.56,2.38,3.18,2.25,2.82,1.75,3.0,2.25,1.75,2.87,3.44,1.88,3.18,2.62,2.94,3.25,2.44,2.18,1.81,3.06,2.56,3.06,0.47,0
2.88,3.0,3.38,2.75,3.75,4.0,3.62,2.88,2.62,3.0,2.62,1.62,1.75,2.0,2.5,2.88,2.25,3.12,1.12,3.75,2.12,2.0,3.88,2.88,4.0,1.75,2.12,2.75,2.88,2.38,2.38,1.5,3.0,4.12,2.88,0.9,1
2.88,3.0,3.0,3.0,3.0,2.38,2.88,2.25,2.38,2.88,2.12,1.88,2.0,2.0,2.38,3.0,2.12,2.25,1.62,2.88,2.25,1.0,2.38,2.88,2.62,1.0,2.25,3.0,3.0,2.0,2.0,1.88,2.88,2.25,2.25,0.92,1
3.48,3.77,3.76,3.05,3.97,1.89,2.2,1.34,2.98,3.63,3.03,2.14,2.17,2.8,3.58,3.45,2.8,2.55,3.16,2.98,2.92,2.39,2.97,3.92,1.88,3.44,2.77,3.0,3.62,3.45,3.31,2.75,3.12,2.45,3.77,0.01,0
3.75,4.0,3.75,3.25,4.0,1.88,2.25,1.0,3.12,3.25,3.12,1.75,2.0,2.5,3.0,3.38,2.75,2.25,3.12,3.0,3.0,1.38,3.0,4.0,2.0,2.88,3.75,3.75,4.0,2.88,2.88,2.88,3.12,2.12,4.0,0.0,0
3.0,3.75,3.0,3.12,3.12,1.12,1.25,1.0,3.0,2.88,2.88,2.25,2.38,2.5,2.25,3.0,2.88,1.62,1.0,2.0,3.12,1.25,2.25,3.0,1.0,1.0,3.62,3.25,3.12,2.25,2.25,1.5,3.0,1.88,2.75,0.77,3
2.62,3.62,2.88,3.0,3.25,1.25,1.38,1.0,2.38,3.0,2.5,1.75,1.5,2.75,2.38,3.0,2.12,1.5,1.25,1.75,2.38,1.75,1.75,3.38,1.25,1.12,3.12,3.25,3.62,2.5,2.25,1.5,3.12,1.25,3.38,0.46,3
2.88,3.0,3.0,2.88,3.25,1.0,1.75,1.0,2.12,3.0,2.75,2.5,2.88,2.62,2.25,3.0,2.12,2.38,2.12,2.38,2.75,1.25,2.25,3.0,1.12,1.38,3.12,3.0,3.0,2.25,2.25,1.62,3.0,2.0,2.88,0.3,3
2.0,2.88,2.25,2.62,2.75,2.12,2.0,1.0,2.0,2.25,2.0,1.62,1.75,1.88,2.0,2.88,1.88,2.62,1.62,2.75,1.88,1.25,2.62,2.62,2.12,1.25,2.12,2.62,2.75,2.0,1.88,1.25,2.25,2.12,1.88,0.66,1
3.82,4.06,3.38,3.38,3.75,1.0,1.18,1.0,3.94,3.69,3.94,1.68,1.87,2.88,2.06,3.94,3.0,1.81,2.25,2.18,3.06,1.56,2.0,3.94,1.0,2.38,4.0,3.94,4.0,3.06,3.06,1.94,3.38,1.75,3.88,0.0,2
2.5,3.38,2.38,3.0,3.38,1.5,1.12,1.12,2.38,2.88,2.38,1.25,1.25,2.0,1.75,3.38,2.25,2.88,1.12,3.12,2.38,1.0,2.25,3.0,1.5,1.0,3.0,3.25,3.12,1.88,1.75,1.25,2.88,2.38,2.62,0.89,3
3.12,3.62,3.12,3.0,3.5,1.12,1.12,1.0,3.25,3.12,3.0,2.12,2.12,2.62,2.5,3.25,2.88,2.12,1.88,2.62,3.25,1.62,2.75,3.38,1.25,1.88,3.25,3.38,3.5,2.75,3.0,1.88,3.0,2.38,3.5,0.48,0
3.75,4.0,3.38,3.12,3.88,1.0,1.0,1.0,3.0,3.88,3.0,3.25,1.88,3.62,3.0,3.38,3.12,1.0,2.75,1.5,3.0,1.75,1.5,4.0,1.0,1.0,3.12,3.5,4.0,3.25,3.25,1.5,3.62,1.0,4.0,0.96,2
3.0,3.5,3.12,3.38,3.25,1.5,1.25,1.0,3.0,3.0,3.0,1.5,1.75,2.12,2.0,3.25,2.5,1.88,1.88,2.38,2.88,1.12,2.12,3.12,1.5,1.62,3.75,3.62,3.62,2.12,2.12,1.5,3.0,1.88,3.12,0.27,3
3.38,3.75,3.25,3.12,3.75,1.0,1.0,1.0,3.0,3.38,2.88,3.25,2.88,2.75,3.12,3.12,4.0,1.38,2.12,1.75,3.75,1.75,2.25,3.25,1.0,1.75,3.12,3.25,3.75,2.62,3.0,1.62,3.0,1.0,3.0,0.29,2
2.75,3.0,3.0,2.12,3.0,2.75,2.62,1.88,2.25,3.0,2.12,1.62,1.88,2.0,2.5,3.12,2.0,3.12,1.75,3.62,2.12,1.25,2.88,3.12,2.62,1.75,2.0,2.75,3.0,2.12,2.0,1.88,3.0,2.75,2.25,0.94,1
2.62,3.12,2.62,3.0,3.12,3.12,2.75,2.38,2.12,2.88,2.5,1.25,1.5,1.88,2.0,3.12,1.88,3.12,1.62,3.12,1.88,1.38,3.0,2.62,3.12,1.12,2.38,2.62,3.0,2.12,2.12,1.62,2.75,3.12,2.12,0.79,1
2.88,3.25,3.0,3.0,3.12,2.88,2.25,1.0,2.38,3.0,2.25,1.75,1.88,2.5,2.25,2.88,2.38,3.0,1.25,3.0,2.38,1.0,2.38,3.0,2.25,2.0,2.5,3.0,3.12,2.12,2.12,1.38,3.12,2.25,2.5,0.97,1
2.88,3.5,2.88,3.0,3.25,1.0,1.38,1.12,2.25,3.12,2.38,1.62,2.0,2.25,2.0,2.75,2.38,1.75,2.38,1.75,2.88,1.5,2.12,3.0,1.0,1.25,2.88,3.0,3.25,2.38,2.25,1.75,3.0,1.62,2.88,0.48,3
2.75,3.25,2.5,3.0,3.0,1.0,1.0,1.0,2.5,2.62,2.5,1.0,1.0,2.38,1.38,2.88,2.0,1.0,1.5,1.38,2.5,1.0,1.0,2.75,1.0,1.0,2.75,2.88,2.88,2.0,1.75,1.12,2.88,1.0,2.5,0.13,3
3.12,4.0,3.88,3.5,3.88,1.62,2.12,1.0,3.0,3.75,2.88,2.88,3.12,3.12,2.88,3.75,3.25,2.88,2.88,3.0,3.12,1.5,2.5,3.88,1.62,2.75,3.0,3.25,3.88,3.62,3.62,2.12,3.5,2.0,3.75,0.01,2
3.12,3.88,3.12,3.75,3.12,1.0,1.5,1.0,2.75,3.12,2.75,2.62,2.75,2.88,2.5,3.0,3.12,2.12,2.0,2.0,3.75,1.88,2.12,3.25,1.12,1.0,4.12,3.88,4.0,2.75,2.62,1.75,3.25,1.5,3.12,0.06,2
3.75,4.0,3.62,3.88,3.75,1.0,1.0,1.0,4.0,3.62,4.25,3.62,2.88,3.5,2.88,3.88,3.0,1.0,3.0,1.75,3.62,1.5,2.0,4.0,1.0,1.5,3.62,3.88,4.0,3.12,3.25,1.75,3.5,1.0,3.88,0.01,2
2.25,2.62,2.5,2.38,2.88,1.62,2.25,1.5,2.0,2.88,2.0,1.62,1.62,1.88,2.12,3.0,1.88,2.62,1.75,2.75,1.88,1.0,3.12,2.5,1.88,1.62,2.12,2.25,2.62,2.25,2.12,1.5,2.75,2.5,1.75,0.94,1
3.5,3.75,3.88,3.0,3.88,1.0,1.5,1.38,3.0,3.75,3.0,1.75,1.88,2.75,3.0,3.25,2.0,1.5,3.12,2.75,2.62,3.38,2.5,3.75,1.12,2.0,2.88,2.88,3.38,3.12,3.12,2.38,2.88,2.5,3.25,0.03,0
3.12,4.0,3.0,3.88,3.62,1.12,1.12,1.0,3.25,3.0,3.0,1.38,1.5,2.75,2.0,4.0,3.0,1.62,1.88,2.0,3.12,1.5,2.0,3.75,1.0,2.0,3.62,4.12,3.88,2.75,2.62,1.88,3.0,2.0,3.25,0.04,2
3.88,3.88,4.12,3.62,4.0,1.88,2.12,1.0,2.88,4.12,2.88,2.0,2.0,2.75,2.62,3.88,2.62,2.88,3.12,2.75,2.75,1.5,2.75,4.0,1.88,3.5,3.25,3.75,3.88,3.25,3.0,2.0,3.38,1.88,3.5,0.0,2
3.75,4.0,3.88,3.38,4.0,1.0,1.88,1.0,3.38,4.0,3.0,2.38,2.25,2.62,3.0,2.88,3.88,1.62,2.75,1.88,4.12,1.88,1.88,4.0,1.0,2.12,3.75,4.0,4.12,3.62,3.5,2.75,3.5,1.75,3.75,0.0,2
3.0,3.12,3.0,3.0,3.5,2.75,2.75,3.12,3.0,2.88,2.62,1.88,1.88,2.88,2.5,3.0,2.62,2.75,1.88,3.0,2.88,1.0,3.25,3.12,3.0,1.0,3.0,3.0,3.12,2.12,2.25,2.0,2.88,2.88,2.75,0.91,1
