SOC2018_Code,SOC2018_Occupation_Title,Automation_Probability,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
39-9031,Exercise Trainers and Group Fitness Instructors,0.08,3.0,3.25,2.62,3.0,3.0,1.5,1.75,1.0,4.0,3.0,3.12,1.0,1.38,2.12,1.75,3.0,2.0,1.62,2.0,1.88,2.88,1.12,1.88,3.0,1.12,1.75,3.75,3.12,3.62,2.25,2.12,1.75,3.0,1.88,2.62
39-9032,Recreation Workers,0.01,3.12,4.0,3.12,4.0,3.25,1.0,1.38,1.0,3.75,3.0,3.12,2.0,2.62,3.12,2.12,3.75,3.0,1.62,2.0,2.0,3.12,1.38,1.88,3.12,1.0,1.62,4.0,4.0,4.0,2.88,2.75,1.88,3.25,1.88,3.12
39-9041,Residential Advisors,0.06,3.0,3.88,3.12,3.75,3.62,1.0,1.0,1.0,2.88,3.12,2.75,2.12,2.25,2.88,2.0,3.75,3.62,1.75,2.0,2.0,3.38,1.38,2.0,3.12,1.0,1.38,3.62,4.0,3.75,2.75,2.75,1.88,3.62,1.75,3.0
41-1011,First-Line Supervisors of Retail Sales Workers,0.28,3.0,3.88,3.0,3.5,3.5,1.0,1.0,1.0,3.25,3.12,3.0,2.5,2.62,3.25,2.75,3.5,3.25,1.5,2.5,1.88,3.25,1.75,2.12,3.0,1.0,1.0,3.75,3.5,3.75,3.0,3.0,1.88,3.12,1.38,3.0
41-1012,First-Line Supervisors of Non-Retail Sales Workers,0.08,3.5,4.0,3.62,3.88,3.62,1.0,1.0,1.0,3.25,3.88,3.25,2.88,2.88,4.0,3.0,4.0,3.62,1.62,2.0,1.75,3.75,1.5,2.25,3.62,1.0,1.0,3.12,3.88,4.0,3.12,3.12,1.5,3.88,1.12,3.62
41-2011,Cashiers,0.97,2.0,3.0,2.0,2.75,2.75,1.0,1.0,1.0,2.38,2.5,2.0,1.5,1.38,2.0,2.62,2.62,2.38,1.5,1.0,1.88,2.38,1.0,1.38,2.75,1.0,1.25,3.12,3.0,3.0,2.0,2.0,1.0,2.62,1.38,2.12
41-2012,Gambling Change Persons and Booth Cashiers,0.83,2.0,3.0,2.88,3.0,2.88,1.62,1.62,1.0,2.38,2.75,2.0,2.12,2.0,2.25,2.88,2.88,2.62,2.0,1.12,2.38,2.62,1.25,2.25,3.12,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.38,2.12,2.75
41-2021,Counter and Rental Clerks,0.97,2.75,3.75,2.75,3.0,3.12,1.62,1.62,1.0,2.5,2.88,2.12,2.0,2.12,2.38,2.25,3.0,2.88,2.0,1.0,2.38,2.88,1.38,1.62,3.25,1.62,1.0,3.38,3.12,3.38,2.0,2.0,1.62,3.0,1.62,3.0
41-2022,Parts Salespersons,0.98,2.88,4.0,2.88,2.88,3.25,1.88,2.12,1.0,2.88,3.0,2.38,1.5,2.12,2.12,2.75,3.12,2.88,2.0,1.25,2.25,3.75,1.38,2.12,3.62,1.88,1.0,3.62,3.38,4.0,2.25,2.12,1.5,3.0,2.0,3.0
41-2031,Retail Salespersons,0.92,3.0,3.75,2.75,3.0,3.12,1.0,1.0,1.0,2.88,2.88,2.62,2.12,2.0,2.38,2.62,3.0,3.5,2.0,1.5,2.0,3.88,1.25,2.0,3.0,1.0,1.0,3.75,3.5,3.75,2.0,2.0,1.88,3.0,1.75,3.0
41-3011,Advertising Sales Agents,0.54,2.88,3.75,3.0,3.12,3.25,1.0,1.0,1.0,2.25,3.25,2.62,2.0,2.0,2.38,2.75,3.0,3.75,2.0,2.12,2.0,4.0,1.88,1.62,3.38,1.0,1.0,3.88,3.88,4.12,3.0,2.12,1.88,3.0,1.0,3.12
41-3021,Insurance Sales Agents,0.92,3.0,3.88,2.88,3.0,3.75,1.0,1.0,1.0,2.62,3.0,2.75,1.25,1.12,2.0,3.0,2.88,3.25,1.75,1.88,1.75,3.62,1.75,1.12,4.0,1.0,1.12,3.38,3.12,3.88,2.75,2.75,1.75,3.5,1.0,3.62
41-3031,"Securities, Commodities, and Financial Services Sales Agents",0.02,3.5,3.75,3.38,2.88,3.75,1.12,1.12,1.12,2.88,3.62,2.62,3.12,2.0,2.75,3.12,3.62,3.0,1.12,2.0,1.62,3.5,1.88,1.38,3.5,1.0,1.25,3.25,3.38,3.5,3.25,3.12,1.62,3.12,1.12,3.38
41-3041,Travel Agents,0.1,3.12,4.12,3.0,3.12,3.12,1.0,1.12,1.0,2.62,3.38,2.5,2.12,1.75,1.88,2.88,3.0,3.12,1.62,1.75,1.75,3.62,1.75,1.25,4.0,1.0,1.25,4.12,3.75,4.0,2.38,2.25,1.75,3.0,1.0,3.12
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.25,3.31,3.81,3.25,3.31,3.44,1.0,1.44,1.0,2.88,3.12,2.75,2.25,2.06,2.37,2.82,3.06,3.62,1.88,2.06,1.94,3.94,1.75,1.94,3.68,1.0,1.44,3.68,3.69,4.12,2.82,2.44,1.94,3.0,1.31,3.25
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.85,3.12,4.0,3.12,3.12,3.5,1.0,1.0,1.0,2.75,3.12,2.25,1.88,1.88,1.88,2.25,3.12,3.75,1.75,1.75,1.62,3.75,1.5,1.25,3.38,1.0,1.0,3.12,3.75,4.0,2.25,2.25,1.62,3.0,1.0,3.25
41-9011,Demonstrators and Product Promoters,0.51,2.88,3.88,3.0,3.0,3.0,1.0,1.0,1.0,2.38,3.0,2.75,1.62,1.62,2.38,2.12,3.0,2.38,1.75,2.0,2.12,3.5,1.12,2.12,3.25,1.0,1.0,3.25,3.0,3.88,2.12,2.25,1.88,3.0,2.0,3.0
41-9012,Models,0.98,1.88,2.75,1.88,2.62,2.62,1.0,1.0,1.0,1.25,2.12,1.12,1.0,1.0,1.5,1.25,1.88,2.0,1.0,1.38,1.0,2.0,1.0,1.12,2.5,1.0,1.0,1.88,2.88,2.75,1.75,1.12,1.5,2.5,1.0,2.0
41-9021,Real Estate Brokers,0.97,3.62,3.88,3.0,3.12,3.88,1.0,1.0,1.0,2.5,3.38,2.5,2.12,1.75,2.62,2.88,3.12,3.62,1.75,1.62,1.75,3.5,1.5,2.62,3.88,1.0,1.12,3.25,3.38,4.0,2.38,2.25,1.38,3.0,1.62,3.38
41-9022,Real Estate Sales Agents,0.86,3.12,4.0,3.12,3.75,3.62,1.0,1.0,1.0,2.62,3.25,2.5,2.12,1.75,2.75,3.12,3.0,3.88,1.75,1.75,1.75,3.62,1.62,2.12,3.38,1.0,1.12,3.5,3.75,4.0,2.62,2.62,1.62,3.38,1.75,3.38
41-9031,Sales Engineers,0.0,3.75,4.0,3.88,3.38,4.0,1.0,1.88,1.0,3.38,4.0,3.0,2.38,2.25,2.62,3.0,2.88,3.88,1.62,2.75,1.88,4.12,1.88,1.88,4.0,1.0,2.12,3.75,4.0,4.12,3.62,3.5,2.75,3.5,1.75,3.75
41-9041,Telemarketers,0.99,2.0,4.0,2.38,2.5,3.0,1.0,1.0,1.0,2.25,2.38,1.5,1.25,1.25,1.62,1.38,2.25,3.0,1.12,1.38,1.25,4.12,1.25,1.12,3.25,1.0,1.0,3.5,3.25,4.12,1.75,1.62,1.25,2.38,1.0,2.5
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.94,2.62,3.38,2.62,3.25,2.88,1.0,1.0,1.0,2.38,3.0,2.25,1.62,1.75,1.88,1.88,2.75,3.25,1.38,1.75,1.38,4.0,1.62,1.12,3.0,1.0,1.0,3.62,3.75,4.0,2.0,2.12,1.75,2.75,1.0,2.88
43-1011,First-Line Supervisors of Office and Administrative Support Workers,0.01,3.75,4.0,3.38,4.0,3.88,1.0,1.0,1.0,3.75,3.75,3.62,2.5,2.75,3.75,2.75,4.0,3.62,1.12,2.38,2.25,3.62,1.88,2.88,4.0,1.0,1.0,3.62,4.0,4.0,3.0,3.12,1.5,3.75,2.0,3.75
43-2011,"Switchboard Operators, Including Answering Service",0.96,2.5,4.0,2.5,3.0,2.75,1.0,1.0,1.0,2.0,2.62,2.0,1.0,1.0,1.88,1.88,2.88,2.12,1.75,1.38,2.0,2.38,1.25,1.62,3.0,1.0,1.0,3.12,3.5,3.88,2.0,1.88,1.0,2.75,1.5,2.75
43-2021,Telephone Operators,0.97,2.25,4.0,2.62,2.5,3.0,1.0,1.0,1.0,2.0,2.25,2.0,1.38,1.38,2.0,1.88,2.75,1.88,1.25,1.12,1.75,2.0,1.38,1.12,3.0,1.0,1.0,3.5,3.12,4.0,2.0,1.88,1.25,2.5,1.0,2.25
43-3011,Bill and Account Collectors,0.95,2.88,3.88,2.88,2.88,3.12,1.0,1.0,1.0,2.38,2.88,2.12,1.5,1.5,2.12,2.62,3.0,3.0,1.0,1.12,1.88,3.38,1.25,1.62,3.12,1.0,1.0,3.0,3.38,3.88,2.25,2.0,1.0,3.0,1.5,3.25
43-3021,Billing and Posting Clerks,0.96,2.75,3.12,2.88,2.75,3.12,1.38,1.38,1.0,2.12,2.88,2.38,1.5,1.62,2.25,3.25,3.12,2.25,1.5,1.25,1.88,2.12,2.0,1.75,3.62,1.5,1.12,2.88,2.88,3.12,2.25,2.25,1.25,3.12,1.62,3.0
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",0.98,2.75,3.25,2.88,2.88,3.25,1.0,1.0,1.0,2.12,2.75,2.0,2.0,1.75,2.12,3.38,3.0,2.25,1.12,1.38,1.62,2.25,1.38,1.12,3.25,1.0,1.12,2.88,2.75,3.12,2.12,2.12,1.12,3.0,1.0,3.12
43-3041,Gambling Cage Workers,0.39,2.38,3.25,2.25,2.88,3.0,1.0,1.0,1.0,2.88,2.88,2.38,1.88,1.5,2.25,3.25,3.0,2.88,2.0,1.12,2.12,2.88,1.25,2.0,3.0,1.0,1.0,3.0,3.0,3.5,2.0,2.0,1.0,3.0,1.38,3.0
43-3051,Payroll and Timekeeping Clerks,0.97,2.75,3.75,3.0,2.75,3.12,1.0,1.0,1.0,2.25,2.88,2.25,1.25,1.0,2.0,3.25,3.0,2.0,1.0,1.25,1.88,2.0,1.88,1.62,3.88,1.0,1.0,3.0,2.88,3.12,2.12,2.0,1.38,2.88,1.0,3.12
43-3061,Procurement Clerks,0.98,3.25,3.88,3.5,3.12,3.75,1.0,1.0,1.0,2.5,3.5,2.38,2.38,2.38,2.75,3.0,3.62,2.88,1.0,1.88,1.25,2.88,1.38,1.62,4.0,1.0,1.0,3.12,3.62,4.0,2.25,2.25,1.5,3.0,1.0,3.62
43-3071,Tellers,0.98,2.88,3.5,2.88,2.88,3.12,1.0,1.0,1.0,2.88,2.88,2.25,1.62,1.5,2.38,3.0,3.12,2.5,2.0,1.12,2.0,2.75,1.25,1.88,3.12,1.0,1.0,3.12,3.12,3.25,2.12,2.38,1.38,3.0,1.5,3.0
43-4011,Brokerage Clerks,0.98,3.0,3.88,2.88,2.88,3.38,1.0,1.0,1.0,2.5,3.0,2.62,2.0,1.88,2.62,3.0,3.12,2.88,1.12,1.75,1.88,2.5,2.0,1.12,3.75,1.0,1.0,3.0,3.0,3.88,2.88,2.5,1.0,3.5,1.0,3.12
43-4021,Correspondence Clerks,0.86,2.75,3.75,2.88,2.88,3.38,1.0,1.0,1.0,2.25,3.25,2.62,1.38,1.5,2.25,2.75,2.88,2.62,1.12,1.25,1.38,2.75,1.38,1.5,3.75,1.0,1.25,3.0,3.12,3.5,2.12,2.12,1.25,3.0,1.0,4.0
43-4031,"Court, Municipal, and License Clerks",0.46,2.62,3.62,2.88,3.0,3.25,1.25,1.38,1.0,2.38,3.0,2.5,1.75,1.5,2.75,2.38,3.0,2.12,1.5,1.25,1.75,2.38,1.75,1.75,3.38,1.25,1.12,3.12,3.25,3.62,2.5,2.25,1.5,3.12,1.25,3.38
43-4041,"Credit Authorizers, Checkers, and Clerks",0.97,2.62,3.62,2.75,3.0,3.25,1.0,1.0,1.0,2.75,3.0,2.5,1.88,1.75,2.62,2.5,3.0,2.38,1.12,1.25,1.0,2.62,1.62,1.25,3.62,1.0,1.12,3.0,3.12,3.62,2.12,2.12,1.0,3.12,1.0,3.12
43-4051,Customer Service Representatives,0.55,2.88,4.0,3.12,2.88,3.25,1.0,1.0,1.0,2.75,2.88,2.62,1.38,1.38,2.38,2.25,3.0,3.0,1.0,1.62,1.75,3.0,1.5,1.12,3.38,1.0,1.0,4.0,3.0,3.88,2.25,2.25,1.88,3.12,1.0,3.0
43-4061,"Eligibility Interviewers, Government Programs",0.7,3.12,4.0,3.12,3.12,3.5,1.0,1.0,1.0,2.12,3.25,2.5,1.12,1.0,2.25,2.25,3.12,3.0,1.0,1.0,1.5,2.88,1.25,1.0,3.88,1.0,1.25,3.62,3.75,4.25,2.12,2.25,1.25,3.0,1.0,3.75
43-4071,File Clerks,0.97,2.88,3.38,2.88,2.88,3.0,1.0,1.12,1.0,2.25,2.75,2.25,1.88,2.0,2.25,2.12,3.12,2.38,2.0,1.75,1.75,2.25,1.5,2.0,3.88,1.0,1.0,3.12,3.0,3.25,2.0,2.25,1.38,3.0,1.12,3.12
43-4081,"Hotel, Motel, and Resort Desk Clerks",0.94,2.75,3.38,3.0,3.12,2.88,1.0,1.0,1.0,2.88,3.0,2.62,1.62,1.38,3.0,2.62,3.0,2.88,1.12,1.0,2.12,2.88,1.75,2.0,3.0,1.0,1.0,3.62,3.75,3.75,2.25,2.25,1.88,3.0,1.38,2.88
43-4111,"Interviewers, Except Eligibility and Loan",0.94,2.88,4.0,3.12,3.0,3.25,1.0,1.0,1.0,2.88,2.62,2.88,1.5,1.5,2.88,2.25,3.0,3.0,1.0,1.88,2.0,3.0,1.88,1.12,3.5,1.0,1.0,3.25,3.38,3.88,2.25,2.12,1.25,3.25,1.0,3.25
43-4121,"Library Assistants, Clerical",0.95,2.25,3.25,2.88,3.0,3.0,1.25,1.0,1.0,2.75,2.75,2.5,1.88,2.0,2.25,2.12,2.88,2.0,1.0,1.12,1.75,2.12,1.5,2.0,3.25,1.25,1.0,3.38,2.88,3.0,2.0,2.0,1.38,2.88,1.25,3.0
43-4131,Loan Interviewers and Clerks,0.92,3.38,4.12,3.5,3.0,3.75,1.0,1.0,1.0,3.0,3.38,2.62,2.12,1.25,2.0,3.12,3.0,2.88,1.0,2.0,1.88,3.0,1.75,1.75,3.88,1.0,1.12,3.0,3.38,4.0,2.5,2.5,1.75,3.25,1.5,3.62
43-4141,New Accounts Clerks,0.99,2.75,4.0,2.75,3.12,3.12,1.0,1.0,1.0,2.38,3.0,2.5,1.38,1.12,2.12,2.88,3.12,2.38,1.25,1.38,1.62,3.0,1.62,1.62,3.5,1.0,1.0,3.38,3.25,4.0,2.38,2.0,1.25,2.88,1.0,3.0
43-4151,Order Clerks,0.98,3.0,4.0,2.88,3.0,3.12,1.0,1.0,1.0,2.38,3.12,2.38,1.62,1.75,2.12,3.0,3.12,2.88,1.62,1.5,1.62,3.0,1.38,2.25,3.5,1.0,1.0,3.5,3.0,3.88,2.25,2.12,1.25,2.88,1.5,3.12
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",0.9,3.0,4.0,3.0,3.0,3.38,1.0,1.0,1.0,2.5,3.0,2.5,1.62,1.62,2.38,2.0,3.38,2.62,1.25,1.75,1.75,2.88,1.75,1.25,4.0,1.0,1.12,3.0,3.38,3.75,2.25,2.25,1.62,3.12,1.0,3.5
43-4171,Receptionists and Information Clerks,0.96,2.75,3.75,2.75,3.0,3.12,1.0,1.0,1.0,2.62,2.38,2.12,1.38,1.38,2.0,2.0,2.88,2.25,1.0,1.12,1.62,2.62,1.38,1.88,3.12,1.0,1.0,3.62,3.12,3.88,2.0,2.0,1.0,2.88,1.38,3.0
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,0.61,3.0,4.0,3.0,3.12,3.38,1.0,1.0,1.0,2.88,3.12,2.62,1.38,1.38,2.25,2.62,3.0,2.88,1.5,1.75,2.12,3.25,1.88,1.88,3.5,1.0,1.0,4.0,3.62,4.0,2.75,2.38,1.5,3.12,1.38,3.12
43-5011,Cargo and Freight Agents,0.99,2.94,3.44,3.06,3.38,3.32,1.56,1.56,1.06,2.62,2.88,2.38,1.88,2.12,2.31,2.62,3.25,3.18,1.56,1.88,2.32,3.0,1.5,1.94,3.5,1.5,1.0,3.12,3.12,3.44,2.62,2.5,1.56,3.18,1.75,3.12
43-5021,Couriers and Messengers,0.94,2.62,3.25,2.62,2.75,3.0,1.75,1.12,1.0,1.88,2.88,2.12,1.62,1.62,1.88,2.5,2.75,2.12,2.62,1.38,2.5,2.38,1.0,1.88,3.0,1.12,1.12,3.0,2.75,3.25,2.0,2.0,1.38,3.25,1.88,3.0
43-5031,Public Safety Telecommunicators,0.49,3.12,4.38,3.25,3.75,3.75,1.5,1.5,1.12,3.0,3.38,2.75,1.88,2.0,2.5,2.0,3.12,2.88,2.0,2.0,2.5,3.12,1.88,2.0,3.62,1.62,1.38,3.75,3.88,4.12,2.62,2.0,1.75,2.88,2.12,3.0
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",0.96,3.0,4.0,3.12,3.88,3.12,1.0,1.0,1.0,2.75,3.12,2.75,1.75,1.88,2.38,2.12,3.88,2.62,1.25,1.62,2.0,2.75,1.38,2.0,3.75,1.0,1.12,3.12,3.12,4.0,2.88,2.75,1.62,3.75,1.62,3.12
43-5041,"Meter Readers, Utilities",0.85,2.75,3.0,2.88,2.62,3.0,2.0,1.62,1.12,2.5,2.62,2.38,1.88,1.88,2.12,2.38,2.88,2.38,2.88,1.5,2.88,2.5,1.88,2.38,3.0,2.0,1.12,3.0,2.75,3.0,2.0,2.0,1.5,3.0,2.5,2.62
43-5051,Postal Service Clerks,0.95,2.62,3.38,2.75,2.75,3.0,1.0,1.0,1.0,2.0,2.88,2.12,1.88,1.88,2.12,2.75,3.0,2.25,1.75,1.5,2.0,2.62,1.62,2.0,3.12,1.0,1.0,3.12,3.0,3.25,2.0,2.0,1.5,3.0,1.88,2.88
43-5052,Postal Service Mail Carriers,0.68,2.0,3.0,2.25,2.75,3.0,1.0,1.0,1.0,1.12,2.62,1.75,1.12,1.38,1.0,1.62,2.62,2.0,2.25,1.75,2.25,2.0,1.0,1.75,2.62,1.0,1.0,2.62,3.0,3.0,2.0,2.0,1.0,2.88,1.12,2.12
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.79,2.12,2.88,2.5,3.0,3.0,1.62,1.12,1.0,2.25,2.88,2.12,1.0,1.0,2.12,2.0,3.12,1.75,2.75,1.5,2.88,2.0,1.62,2.25,3.0,1.38,1.0,2.5,2.75,3.0,2.12,1.88,1.0,2.88,2.12,2.25
43-5061,"Production, Planning, and Expediting Clerks",0.88,2.75,3.5,3.12,3.0,3.38,1.0,1.12,1.0,2.12,2.88,2.38,2.25,2.62,2.5,2.62,3.12,2.62,1.5,1.62,2.12,2.62,1.88,2.25,3.62,1.0,1.12,2.62,2.88,3.62,2.88,2.75,1.88,3.5,2.0,3.12
43-5071,"Shipping, Receiving, and Inventory Clerks",0.98,2.38,3.12,2.88,2.88,3.0,1.0,1.25,1.0,2.5,2.88,2.12,1.88,2.0,2.12,2.25,3.0,2.38,2.0,1.38,2.25,2.75,1.62,2.12,3.12,1.0,1.0,2.62,2.88,3.25,2.12,2.12,1.88,3.0,2.0,2.62
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.95,2.75,3.0,2.88,3.0,3.38,1.75,1.75,1.0,2.5,2.88,2.75,1.62,1.62,2.38,2.88,3.12,2.5,2.0,1.25,2.62,2.88,1.75,3.0,3.25,1.62,1.5,3.0,3.0,3.12,2.38,2.25,1.38,2.88,1.75,2.88
43-6011,Executive Secretaries and Executive Administrative Assistants,0.86,3.12,4.0,2.88,3.38,3.25,1.0,1.12,1.0,2.88,3.12,2.88,1.88,2.0,2.38,2.75,3.12,3.0,1.25,1.5,1.75,2.88,1.88,2.12,4.0,1.12,1.38,3.75,3.25,3.88,2.75,2.62,1.75,3.25,1.0,3.75
43-6012,Legal Secretaries and Administrative Assistants,0.98,2.75,4.0,2.88,3.0,3.0,1.0,1.0,1.0,2.12,2.75,2.25,1.25,1.0,2.12,2.12,3.0,2.12,1.0,1.25,2.0,2.38,1.38,2.0,4.0,1.0,1.0,3.0,3.0,3.75,2.0,2.0,1.38,3.25,1.25,3.88
43-6013,Medical Secretaries and Administrative Assistants,0.81,2.25,3.88,3.12,3.12,3.12,1.0,1.0,1.0,2.12,2.88,2.12,1.38,1.62,2.62,2.12,3.0,1.88,1.25,1.62,1.75,2.12,1.38,1.12,3.5,1.0,1.12,3.62,3.0,4.0,2.0,2.0,1.25,3.12,1.0,3.12
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.96,2.88,4.0,2.88,3.12,3.0,1.0,1.0,1.0,2.12,3.0,2.12,1.62,1.75,2.62,2.0,3.12,2.38,1.25,1.88,1.88,2.25,1.62,1.88,3.88,1.0,1.0,3.5,3.0,4.0,2.0,2.0,1.5,3.5,1.0,3.75
43-9021,Data Entry Keyers,0.99,2.75,3.38,2.88,2.75,2.88,1.0,1.5,1.0,2.62,2.62,2.12,1.88,1.88,2.62,2.0,3.25,2.12,1.0,1.12,2.0,2.38,1.75,2.0,3.62,1.0,1.0,2.75,2.62,2.88,2.0,2.0,1.38,3.0,1.0,3.0
43-9022,Word Processors and Typists,0.81,2.25,3.25,2.0,2.62,2.75,1.62,1.12,1.0,1.75,2.5,1.88,1.38,1.62,1.88,2.62,3.0,2.0,1.62,1.62,1.75,2.12,1.75,2.38,3.5,1.0,1.0,2.88,2.62,3.0,2.25,1.88,1.75,3.0,1.5,3.25
43-9031,Desktop Publishers,0.16,3.0,3.5,3.12,2.88,3.75,1.5,1.62,1.0,2.75,3.62,2.88,2.0,2.0,2.88,2.0,3.0,2.5,2.0,2.88,2.38,2.62,2.62,2.5,3.75,1.62,1.0,2.88,3.0,3.5,2.75,2.62,1.88,3.12,1.75,3.12
43-9041,Insurance Claims and Policy Processing Clerks,0.98,2.62,3.25,3.0,3.12,3.25,1.0,1.0,1.0,2.5,3.0,2.62,1.5,1.38,2.0,2.38,3.0,2.88,1.25,1.38,1.88,2.75,1.62,1.62,3.5,1.0,1.12,3.12,3.12,3.38,2.62,2.62,1.12,3.5,1.12,3.12
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.94,2.25,2.88,2.25,2.88,3.0,1.88,1.62,1.0,2.0,2.88,2.12,1.75,1.75,1.88,2.25,3.0,1.75,2.88,1.12,2.88,1.88,1.5,2.38,3.0,1.75,1.12,2.62,2.75,3.0,2.12,2.0,1.25,3.0,2.12,2.88
43-9061,"Office Clerks, General",0.96,2.75,3.75,2.62,3.0,3.0,1.0,1.0,1.0,2.75,2.75,2.12,1.62,1.88,2.12,2.12,2.88,2.62,1.38,1.12,2.12,2.62,1.25,1.75,3.75,1.0,1.0,3.0,3.0,3.62,2.0,2.0,1.38,3.0,1.5,3.12
43-9071,"Office Machine Operators, Except Computer",0.92,2.75,3.0,2.88,2.75,3.0,2.75,2.5,1.12,2.12,3.0,2.0,2.12,2.25,2.5,2.5,3.0,2.25,3.25,1.62,3.12,2.25,1.75,2.75,3.12,2.62,1.0,2.75,2.88,3.0,2.62,2.12,1.75,3.0,2.75,2.88
43-9081,Proofreaders and Copy Markers,0.84,2.5,3.12,2.38,2.25,3.0,1.0,1.0,1.0,1.75,2.5,2.0,1.0,1.0,1.62,1.88,2.88,1.75,1.0,1.38,1.0,1.88,1.25,2.38,4.25,1.0,1.12,1.75,2.25,3.25,2.0,2.0,1.0,2.75,1.0,3.62
43-9111,Statistical Assistants,0.66,3.62,3.38,3.62,2.88,3.75,1.0,1.0,1.0,2.75,3.25,2.88,1.38,1.38,2.62,4.38,3.0,2.62,1.0,1.88,1.38,2.75,3.0,2.25,3.75,1.0,2.12,2.88,2.88,3.38,2.5,2.5,1.88,3.25,1.0,3.5
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.57,3.0,3.38,3.25,3.75,3.75,2.5,2.5,1.12,3.38,3.25,3.25,2.75,2.75,3.5,2.88,3.62,3.0,3.0,1.5,3.38,3.0,1.5,3.12,3.5,2.25,2.25,2.62,3.38,3.62,3.0,3.0,1.88,3.5,2.75,3.12
45-2011,Agricultural Inspectors,0.94,3.25,3.75,3.12,3.12,3.62,1.0,1.12,1.0,3.0,3.25,2.88,1.62,1.75,2.62,2.62,3.75,2.88,2.5,1.75,3.25,2.88,1.5,4.12,3.75,1.0,2.75,2.88,2.75,3.5,3.12,3.12,1.75,2.88,2.0,3.12
45-2021,Animal Breeders,0.95,3.0,3.0,3.0,2.5,3.25,1.0,1.38,1.0,1.88,3.0,2.12,2.12,2.0,2.0,2.12,3.0,1.75,2.62,1.62,2.88,2.38,1.5,2.62,2.88,1.0,3.0,2.38,2.62,3.0,2.38,2.12,1.25,2.75,2.0,2.75
45-2041,"Graders and Sorters, Agricultural Products",0.41,2.12,2.75,2.12,2.5,2.5,1.0,1.0,1.0,1.62,2.25,1.62,1.12,1.12,1.38,1.62,2.88,1.75,1.5,1.0,1.62,1.88,1.0,1.88,2.25,1.0,1.25,1.88,2.12,2.75,1.88,1.62,1.0,2.25,1.5,2.25
45-4011,Forest and Conservation Workers,0.87,3.0,3.0,2.88,3.0,3.12,2.25,2.12,1.0,2.25,3.0,2.62,1.38,1.62,2.12,2.12,3.12,2.0,2.62,1.25,2.75,2.38,1.38,2.12,3.0,2.12,2.0,2.38,2.75,3.0,2.25,2.0,1.38,2.88,2.12,2.62
45-4021,Fallers,0.76,2.38,2.88,2.62,2.5,3.25,2.88,2.62,1.0,2.0,3.0,1.38,1.88,1.88,2.0,2.38,3.25,2.0,3.38,2.12,3.25,2.25,1.0,2.62,2.0,2.75,1.75,2.12,2.25,2.62,1.12,2.0,1.0,2.5,2.75,1.88
45-4022,Logging Equipment Operators,0.79,2.25,3.0,2.88,2.75,2.88,3.12,2.75,1.12,2.25,2.88,2.25,1.75,1.88,2.25,2.38,3.0,2.25,4.0,1.5,3.75,2.38,1.0,3.0,2.5,2.88,1.5,2.25,2.75,2.75,2.38,2.25,1.25,2.88,3.0,2.75
45-4023,Log Graders and Scalers,0.97,3.0,3.25,2.88,3.0,3.25,1.62,1.75,1.0,2.5,3.0,2.38,1.75,1.88,2.38,2.75,3.0,2.62,2.75,1.62,2.88,2.75,1.5,2.5,2.88,1.38,1.75,2.62,2.75,3.12,2.5,2.12,1.38,2.88,2.0,3.0
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,0.17,3.0,3.62,3.12,3.82,3.56,2.06,2.56,1.44,3.19,3.25,3.06,2.38,2.5,3.68,2.75,3.56,3.06,2.82,2.25,2.94,3.19,1.38,3.06,3.5,2.06,1.75,3.0,3.12,3.68,2.94,2.94,1.69,3.56,2.31,3.0
47-2011,Boilermakers,0.68,3.0,3.0,3.0,2.88,3.5,3.12,3.0,2.0,2.62,3.0,2.75,1.62,1.75,2.0,2.12,3.0,2.0,3.75,2.75,4.0,2.0,1.12,3.12,3.0,3.12,1.75,2.5,2.75,3.0,2.12,2.0,1.62,3.0,3.12,2.62
